date_time,amount,method
2026-04-02 15:53:33.23325,2240.000,USDT
2026-04-02 15:49:56.471638,900.00,BALANCE
2026-04-02 15:41:35.417598,900.00,nirvana
2026-04-02 15:23:30.285239,3900.00,BALANCE
2026-04-02 15:11:02.149529,3200.00,card
2026-04-02 14:50:50.090622,2700.00,BALANCE
2026-04-02 14:48:30.827482,3200.00,card
2026-04-02 14:43:32.628659,2295.0000,LTC
2026-04-02 14:40:31.771182,14000.00,BALANCE
2026-04-02 13:38:30.755983,14000.00,BALANCE
2026-04-02 13:33:46.312032,14000.00,onlypays
2026-04-02 13:21:06.953682,2100.000,USDT
2026-04-02 13:20:43.05941,3000.00,BALANCE
2026-04-02 13:19:55.262067,3200.00,BALANCE
2026-04-02 13:15:22.963812,2400.00,nirvana
2026-04-02 13:08:53.191014,14000.00,card
2026-04-02 13:04:53.152906,14000.00,card
2026-04-02 12:58:47.197927,14000.00,card
2026-04-02 12:49:20.443041,3900.00,card
2026-04-02 12:43:13.091967,1700.0000,LTC
2026-04-02 12:36:29.258325,2000.00,BALANCE
2026-04-02 12:31:48.200465,3900.00,card
2026-04-02 12:31:22.454829,1200.00,BALANCE
2026-04-02 12:13:19.642152,1200.00,card
2026-04-02 11:45:31.465051,2240.000,USDT
2026-04-02 11:44:49.434137,2030.000,USDT
2026-04-02 11:40:24.641954,0.00,BALANCE
2026-04-02 11:39:16.166663,0.00,BALANCE
2026-04-02 11:03:12.5449,1200.00,BALANCE
2026-04-02 10:51:16.597664,1200.00,BALANCE
2026-04-02 10:45:03.083281,0.00,BALANCE
2026-04-02 10:43:32.981531,9800.000,USDT
2026-04-02 10:21:52.814386,9800.000,USDT
2026-04-02 06:58:49.998963,2240.000,USDT
2026-04-02 06:11:57.515017,3900.00,BALANCE
2026-04-02 06:00:45.936117,2660.000,USDT
2026-04-02 03:47:59.843917,3200.00,BALANCE
2026-04-02 02:58:26.001362,3900.00,BALANCE
2026-04-02 02:46:22.752661,2240.000,USDT
2026-04-02 02:45:03.174096,2800.000,USDT
2026-04-02 00:42:53.602663,3200.00,BALANCE
